"schema_version","scene_id","line_id","arc","day","time_window","trigger","condition","priority","once_scope","sequence","speaker","contact","delivery","portrait","text","choice_a_id","choice_a_text","choice_a_reply","choice_a_effects","choice_a_next","choice_b_id","choice_b_text","choice_b_reply","choice_b_effects","choice_b_next","choice_c_id","choice_c_text","choice_c_reply","choice_c_effects","choice_c_next","enter_effects","auto_next","purpose"
"5","d1_intro","d1_intro_goal_01","main","1","7:00","new_game","","300","game","4","Protagonist","나","dialogue","","며칠 전 책상에서 떨어뜨린 노트북이 아예 켜지지 않았다. 과제랑 발표에도 써야 하는데, 수리비로 15만 원이 든다고 했다.","","","","","","","","","","","","","","","","money_goal:set=150000","","게임 시작 직후 돈이 필요한 구체적인 이유를 제시한다."
"5","d1_intro","d1_intro_goal_02","main","1","7:00","new_game","","300","game","5","Protagonist","나","dialogue","","내가 떨어뜨린 거라 부모님께 또 부탁하기도 애매했다. 통장에 모아 둔 돈은 5만 원.","","","","","","","","","","","","","","","","","","정상적인 목표 달성 방법을 일정과 연결한다."
"5","d1_intro","d1_intro_03","main","1","7:00","new_game","","300","game","7","System","","overlay","","태블릿의 지도 앱에서 학교를 선택해 출발하자.","","","","","","","","","","","","","","","","tutorial:set=map","","지도 안내를 태블릿 위 모달에 표시한다."
"5","d1_school","d1_school_01","school","1","school","school_complete","","150","game","1","Teacher","담임 선생님","dialogue","","다음 주 화요일에 조별 발표할 거야. 온라인 도박 광고가 확률과 보상을 어떻게 포장하는지, 위험할 때 어디서 도움받을 수 있는지 조사해 보자.","","","","","","","","","","","","","","","","flag.project_introduced:set=true","","조별과제의 주제와 일정을 제시한다."
"5","d1_school","d1_school_02","school","1","school","school_complete","","150","game","2","Protagonist","나","narration","","다음 주에 바로 조별 발표라니. 누구랑 같은 조지?","","","","","","","","","","","","","","","","","","주인공이 상황에 직접 반응한다."
"5","d1_school","d1_school_03","school","1","school","school_complete","","150","game","3","Seoyeon","서연","dialogue","seoyeon_default","우리 같은 조네. 일단 역할부터 나누자.","","","","","","","","","","","","","","","","relation.seoyeon:add=1","","서연이 자연스럽게 말을 건다."
"5","d1_school","d1_school_04","school","1","school","school_complete","","150","game","4","Protagonist","나","dialogue","","알겠어. 내가 먼저 찾아볼 건 뭐야?","","","","","","","","","","","","","","","","","","주인공이 과제에 참여한다."
"5","d1_school","d1_school_05","school","1","school","school_complete","","150","game","5","Seoyeon","서연","dialogue","seoyeon_default","월요일까지 도박 피해 사례랑 도움받을 곳을 정리해 줄래? 나는 도박문제예방치유원에서 광고의 유혹 장치를 찾아볼게.","","","","","","","","","","","","","","","","","","서연과의 연속 과제 일정을 시작한다."
"5","d1_message_cue","d1_message_cue_01","main","1","16:00","d1_message_cue","","140","game","1","System","","router","","민재 메시지 도착 순서를 준비한다.","","","","","","","","","","","","","","","","","d1_minjae_invite","안내보다 실제 메시지를 먼저 발생시킨다."
"5","d1_minjae_invite","d1_minjae_invite_01","gambling","1","16:00","d1_minjae_invite","","130","game","1","Minjae","민재","message","minjae_default","야 너 노트북 수리비 모은다 했지? 이것 좀 봐.","","","","","","","","","","","","","","","","flag.minjae_first_invite_available:set=true","","민재가 주인공의 구체적인 돈 목표를 알고 접근한다."
"5","d1_minjae_invite","d1_minjae_invite_01a","gambling","1","16:00","d1_minjae_invite","","130","game","2","Protagonist","나","overlay","","노트북 수리비 얘기를 왜 갑자기 꺼낸 거지... 일단 무슨 말을 하는지 더 보자.","","","","","","","","","","","","","","","","","","메시지 알림 뒤에 주인공의 반응과 앱 안내를 표시한다."
"5","d1_minjae_invite","d1_minjae_invite_02","gambling","1","16:00","d1_minjae_invite","","130","game","3","Minjae","민재","message","minjae_default","신규 가입하면 무료 포인트 줌. 오늘 자정 전엔 추천 보너스도 두 배래.","","","","","","","","","","","","","","","","","","시간제한 보상으로 조급함을 만든다."
"5","d1_minjae_invite","d1_minjae_invite_03","gambling","1","16:00","d1_minjae_invite","","130","game","4","Minjae","민재","message","minjae_default","나 방금 추천 보너스로 20만 들어왔어 ㅋㅋ 네 돈 넣는 것도 아닌데 잘되면 수리비 빨리 채우잖아.","","","","","","","","","","","","","","","","","","친구의 성공 경험을 주인공의 목표와 연결한다."
"5","d1_minjae_invite","d1_minjae_invite_04","gambling","1","16:00","d1_minjae_invite","","130","game","5","Protagonist","나","overlay","","수리비까지 남은 돈은 10만 원이다. 주말 이틀을 다 일하면 채울 수 있지만, 가입 보너스로 시작하면 더 빨라질지도 모른다.... 아니, 이런 생각부터 이상한 건가.","","","","","","","","","","","","","","","","","","호기심과 경계심을 동시에 보여 준다."
"5","d1_minjae_invite","d1_minjae_invite_05","gambling","1","16:00","d1_minjae_invite","","130","game","6","Minjae","민재","message","minjae_default","링크 보냈어. 진짜 보기만 해 봐.","","","","","","","","","","","","","","","","","","민재가 링크를 보낸 뒤 실제 행동은 태블릿 홈에서 플레이어가 정한다."
"5","gamble_1","gamble_1_01","gambling","1..5","cinematic","gamble_1","","300","game","1","Narrator","","cinematic","","가입 보너스로 받은 돈이 화면에 들어왔다. 버튼을 누르자 숫자와 효과가 게임처럼 빠르게 움직였다.","","","","","","","","","","","","","","","","clock:add=60|cash:add=20000|temptation:add=1","","첫 회차를 매력적으로 연출한다."
"5","gamble_1","gamble_1_02","gambling","1..5","cinematic","gamble_1","","300","game","2","Narrator","","cinematic","","결과는 성공이었다. 자동 환전된 20,000원이 실제 통장에 들어왔다.","","","","","","","","","","","","","","","","","","무료 포인트가 실제 돈으로 바뀌는 경험을 준다."
"5","gamble_1","gamble_1_03","gambling","1..5","cinematic","gamble_1","","300","game","3","Protagonist","나","dialogue","","한 시간 만에 2만 원이 생겼다. 알바 한 번보다 적은 돈인데도, 몸 하나 안 쓰고 벌었다는 생각부터 들었다.","","","","","","","","","","","","","","","","","after_gamble_1_router","첫 승리를 계속할 이유로 전환하되 실제 발생 일차에 맞춰 분기한다."
"5","after_gamble_1_router","after_gamble_1_router_01","gambling","1..5","router","after_gamble_1_router","","299","game","1","System","","router","","","","","","","","","","","","","","","","","","route:d1_after_first_gamble if day=1 else late_first_gamble_return","","첫날 도박과 나중에 시작한 첫 도박의 후속 장면을 분리한다."
"5","late_first_gamble_return","late_first_gamble_return_01","gambling","2..5","after_first_gamble","late_first_gamble_return","","298","game","1","Protagonist","나","overlay","","처음으로 앱을 열어 본 뒤 2만 원이 통장에 들어왔다. 잠깐 보려던 게 한 시간이나 지나 있었다. 지금부터라도 남은 일정을 확인하자.","","","","","","","","","","","","","","","","","","1일차를 건너뛰고 실제 발생일의 미완료 일정으로 돌아간다."
"5","d1_after_first_gamble","d1_after_first_gamble_01","main","1","evening","after_first_gamble","","290","game","1","Protagonist","나","narration","","통장에 찍힌 입금 내역을 몇 번이나 다시 봤다. 한 시간 만에 돈이 생기니 그 앱이 전보다 덜 위험해 보였다.","","","","","","","","","","","","","","","","","","첫 승리의 유혹을 남기되 남은 일정을 자동으로 건너뛰지 않는다."
"5","d1_after_first_gamble","d1_after_first_gamble_02","main","1","21:00","after_first_gamble","","290","game","2","Protagonist","나","dialogue","","한 판만 더 하면 수리비에 더 가까워질 수도 있다.... 여기서 멈출까, 한 번 더 할까.","d1_gamble_again","한 번 더 한다","","gamble:advance","","d1_gamble_stop","여기서 멈춘다","","counter.refusals:add=1","d1_first_gamble_stop","","","","","","","","첫 도박 직후 재도박을 플레이어가 직접 선택하게 한다."
"5","gamble_2","gamble_2_01","gambling","1..5","cinematic","gamble_2","","300","game","1","Narrator","","cinematic","","두 번째 결과도 맞았다. 계좌에 40,000원이 더 들어왔다.","","","","","","","","","","","","","","","","clock:add=120|cash:add=40000|temptation:add=2","","두 번째 회차에서 성공 확신을 강화한다."
"5","gamble_2","gamble_2_02","gambling","1..5","cinematic","gamble_2","","300","game","2","Protagonist","나","cinematic","","두 시간이 사라졌지만 숙제보다 빨리 무언가를 얻은 기분이 들었다.","","","","","","","","","","","","","","","","","","시간 손실과 왜곡된 보상을 함께 보여 준다."
"5","gamble_3","gamble_3_01","gambling","1..5","cinematic","gamble_3","","300","game","1","Narrator","","cinematic","","처음에는 조금 오르더니 결과가 연달아 어긋났다. 계좌에서 70,000원이 빠졌다.","","","","","","","","","","","","","","","","clock:add=120|cash:add=-70000|temptation:add=3","","세 번째 회차에 첫 손실을 고정한다."
"5","gamble_3","gamble_3_02","gambling","1..5","cinematic","gamble_3","","300","game","2","Protagonist","나","dialogue","","....지금 멈추면 오늘 잃은 돈은 그대로 손해잖아.","g3_stop","손실을 인정하고 나온다","","counter.stop_after_loss:add=1","","g3_chase","잃은 돈만 되찾는다","","temptation:add=1|gamble:advance","gamble_4","","","","","","","","추격을 선택하면 회차 상태를 갱신하고 다음 고정 결과로 즉시 이어진다."
"5","gamble_4","gamble_4_01","gambling","1..5","cinematic","gamble_4","","300","game","1","Narrator","","cinematic","","다시 시작하자 10,000원은 되찾았다. 조금만 더 하면 정말 원래대로 돌아갈 것 같았다.","","","","","","","","","","","","","","","","clock:add=120|cash:add=10000|temptation:add=4","","부분 회복으로 추격을 강화한다."
"5","gamble_4","gamble_4_02","gambling","1..5","cinematic","gamble_4","","300","game","2","Protagonist","나","narration","","지금 멈추면 아직 손실이 남는다. 그래도 여기서 나오는 게 맞을까.","g4_stop","남은 손실을 받아들인다","","counter.stop_after_loss:add=1","","g4_continue","조금만 더 복구한다","","temptation:add=1|gamble:advance","gamble_5","","","","","","","","계속하기를 선택하면 회차 상태를 갱신하고 다음 고정 결과로 즉시 이어진다."
"5","gamble_5","gamble_5_01","gambling","1..5","cinematic","gamble_5","","300","game","1","Narrator","","cinematic","","복구될 것 같던 흐름은 금방 뒤집혔다. 남은 돈까지 사라지고 계좌에는 0원만 남았다.","","","","","","","","","","","","","","","","clock:add=180|cash:set=0|temptation:add=5","","다섯 번째 회차에서 생활비 손실을 만든다."
"5","gamble_5","gamble_5_02","debt","1..5","cinematic","gamble_5","","300","game","2","Protagonist","나","dialogue","","교통비까지 다 썼다. 그런데 돈만 구하면 한 번은 더 할 수 있다는 생각이 들었다.","g5_stop","더 빌리지 않고 멈춘다","","counter.stop_after_loss:add=1","minjae_loan_offer","g5_borrow","돈을 빌려 다시 시도한다","","borrow:choose_or_defer","","","","","","","","","23시 전에는 바로 차용 대상을 고르고, 23시부터는 다음 날 아침으로 미룬다."
"5","borrow_choice","borrow_choice_01","main","1..5","message","borrow_choice","","300","game","1","Protagonist","나","overlay","","누구에게 부탁할지 정해야 한다. 한 번 부탁했던 사람에게 또 손을 벌릴 수는 없다.","borrow_mom","엄마에게 교통비라고 부탁한다","엄마, 교통카드 충전해야 하는데 오만 원만 보내줄 수 있어?","borrow:prepare=mom","","borrow_friend","서준에게 급한 돈이라고 부탁한다","서준아, 미안한데 급하게 오만 원만 빌려줄 수 있어?","borrow:prepare=seojun","","borrow_none","아무에게도 빌리지 않는다","","counter.refusals:add=1|route:gamble_no_funds_stop if borrowed.minjae=true else minjae_loan_offer","","","","돈을 빌린 대상과 실제 대화를 후속 장면으로 연결한다."
"5","borrow_choice_minjae","borrow_choice_minjae_01","main","1..5","message","borrow_choice","","301","game","1","Protagonist","나","overlay","","엄마와 서준에게는 이미 한 번씩 부탁했다. 이제 부탁할 수 있는 사람은 민재뿐이다.","borrow_minjae","민재에게 빌려 달라고 부탁한다","","borrow:prepare=minjae","","borrow_minjae_none","아무에게도 빌리지 않는다","","counter.refusals:add=1","minjae_loan_offer","","","","","","","","엄마와 서준에게 이미 빌렸다면 민재에게 직접 부탁하거나 모두 거절할 수 있다. 거절하면 민재가 먼저 제안한다."
"5","minjae_loan_offer","minjae_loan_offer_01","debt","1..5","message","minjae_loan_offer","","302","game","1","Minjae","민재","message","minjae_angry","돈 없어서 멈춘 거야? 내가 5만 빌려줄게. 다음 알바비 들어오면 주면 되잖아.","minjae_loan_reject","아니. 돈까지 빌려서 하진 않을게.","","counter.refusals:add=1","minjae_loan_rejected","minjae_loan_accept","이번 한 번만 빌려줘.","","debt_owner:set=minjae","minjae_loan_accepted","","","","","","","","돈을 빌리지 않으려는 순간 민재가 직접 대출을 제안한다."
"5","minjae_loan_rejected","minjae_loan_rejected_01","debt","1..5","message","minjae_loan_rejected","","302","game","1","Minjae","민재","message","minjae_worried","그래. 마음 바뀌면 말해. 돈 필요하면 그때 연락하고.","","","","","","","","","","","","","","","","","","민재의 대출 제안을 거절해도 남은 숙제·학교·수면 일정을 플레이어가 직접 마무리하게 한다."
"5","minjae_loan_accepted","minjae_loan_accepted_01","debt","1..5","message","minjae_loan_accepted","","302","game","1","Minjae","민재","message","minjae_angry","보냈어. 이걸로 복구하고 알바비 들어오면 바로 갚아.","","","","","","","","","","","","","","","","debt:add=50000|cash:add=50000|borrowed.minjae:set=true","","민재가 실제로 돈을 보낸다."
"5","minjae_loan_accepted","minjae_loan_accepted_02","debt","1..5","message","minjae_loan_accepted","","302","game","2","Protagonist","민재","message","","고마워. 다음 알바비 받으면 바로 갚을게.","","","","","","","","","","","","","","","","","","돈을 받은 뒤 감사 답장을 보내고 감사 답장 뒤 홈으로 돌아가 빌린 돈을 다시 걸지 직접 정하게 한다."
"5","gamble_6","gamble_6_01","gambling","1..5","cinematic","gamble_6","","300","game","1","Narrator","","cinematic","","계좌에 다시 생긴 돈을 넣었다. 결과는 달라지지 않았고 잔액은 다시 0원이 됐다.","","","","","","","","","","","","","","","","clock:add=180|cash:set=0|temptation:add=6","","빌린 돈이나 알바비를 다시 잃는 결과를 체감시킨다."
"5","gamble_6","gamble_6_02","gambling","1..5","cinematic","gamble_6","","300","game","2","Protagonist","나","dialogue","","도박을 멈춰도 잃은 돈이랑 밀린 약속은 그대로다. 이제 누구한테 뭐라고 말해야 하지.","","","","","","","","","","","","","","","","","","자금 출처와 무관하게 반복 도박의 결과를 주인공 독백으로 보여 준다."
"5","gamble_no_funds","gamble_no_funds_01","gambling","1..5","cinematic","gamble_no_funds","","301","game","1","Protagonist","나","dialogue","","계좌에 돈이 없다. 앱을 눌러도 더 할 수 없다.","","","","","","","","","","","","","","","","","","잔액이 없으면 도박 회차를 실행하지 않는다."
"5","gamble_no_funds","gamble_no_funds_02","gambling","1..5","cinematic","gamble_no_funds","","301","game","2","Protagonist","나","dialogue","","계좌 잔액은 0원이다. 더 하려면 누군가에게 돈을 빌려야 한다. 돈을 구할지, 여기서 멈출지 정해야 한다.","no_funds_borrow_again","돈을 빌릴 방법을 찾는다","","borrow:choose_or_defer","","no_funds_stop","여기서 멈춘다","","counter.refusals:add=1","gamble_no_funds_stop","","","","","","","","23시 전에는 바로 차용 대상을 고르고, 23시부터는 다음 날 아침으로 미룬다."
"5","d1_mom_checkin","d1_mom_checkin_01","school","1","after_school","d1_mom_checkin","","145","game","1","Mom","엄마","message","","학교 끝났어? 저녁은 집에서 먹을 거지?","d1_reply_mom","응. 지금 집 가는 중이야.","응. 지금 집 가는 중이야.","","d1_mom_reply_result","","","","","","","","","","","flag.d1_mom_message_available:set=true","","엄마의 연락에 플레이어가 직접 답하도록 한다."
"5","d1_mom_reply_result","d1_mom_checkin_03","school","1","after_school","choice_result","","145","game","1","Mom","엄마","message","","그래. 조심해서 와. 냉장고에 과일 있으니까 배고프면 먼저 먹고.","","","","","","","","","","","","","","","","","d1_message_cue","플레이어의 답장을 받은 뒤 엄마가 응답한다."
"5","mom_loan_message","mom_loan_message_01","debt","1..5","message","mom_loan_message","","300","game","1","Protagonist","엄마","message","","엄마, 교통카드 충전해야 하는데 5만 원만 보내주면 안 돼?","","","","","","","","","","","","","","","","","","엄마에게 돈을 빌리는 거짓말을 직접 보여 준다."
"5","mom_loan_message","mom_loan_message_02","debt","1..5","message","mom_loan_message","","300","game","2","Mom","엄마","message","","5만 원이나? 지난번에 준 돈은 다 쓴 거야?","","","","","","","","","","","","","","","","","","엄마가 금액을 이상하게 여긴다."
"5","mom_loan_message","mom_loan_message_03","debt","1..5","message","mom_loan_message","","300","game","3","Mom","엄마","message","","일단 보냈어. 나중에 어디에 썼는지 같이 보자.","","","","","","","","","","","","","","","","debt:add=50000|cash:add=50000|borrowed.mom:set=true","","송금 뒤에도 질문이 남게 한다."
"5","mom_loan_message","mom_loan_message_04","debt","1..5","message","mom_loan_message","","300","game","4","Protagonist","엄마","message","","엄마 고마워. 나중에 어디에 썼는지 제대로 말할게.","","","","","","","","","","","","","","","","","","돈을 받은 뒤 감사와 대화 약속을 직접 답장한다."
"5","seojun_loan_message","seojun_loan_message_01","debt","1..5","message","seojun_loan_message","","300","game","1","Protagonist","서준","message","","서준아, 미안한데 지금 5만 원만 빌려줄 수 있어? 다음 주에 꼭 갚을게.","","","","","","","","","","","","","","","","","","서준에게 돈을 부탁하는 메시지를 직접 보여 준다."
"5","seojun_loan_message","seojun_loan_message_02","debt","1..5","message","seojun_loan_message","","300","game","2","Seojun","서준","message","seojun_worried","무슨 일인데? 너 원래 돈 빌려달라는 말 안 하잖아.","","","","","","","","","","","","","","","","","","서준이 평소와 다른 행동을 걱정한다."
"5","seojun_loan_message","seojun_loan_message_03","debt","1..5","message","seojun_loan_message","","300","game","3","Protagonist","서준","message","","집에 말하기 좀 애매한 일이야. 다음 주 알바비 받으면 바로 줄게.","","","","","","","","","","","","","","","","","","주인공이 이유를 숨긴다."
"5","seojun_loan_message","seojun_loan_message_04","debt","1..5","message","seojun_loan_message","","300","game","4","Seojun","서준","message","seojun_worried","....알겠어. 보냈어. 진짜 곤란한 일 있으면 돈부터 빌리지 말고 얘기해.","","","","","","","","","","","","","","","","debt:add=50000|cash:add=50000|relation.seojun:add=1|borrowed.seojun:set=true","","서준의 신뢰를 받은 뒤 감사 답장으로 이어진다."
"5","seojun_loan_message","seojun_loan_message_05","debt","1..5","message","seojun_loan_message","","300","game","5","Protagonist","서준","message","","고마워. 다음 주 알바비 들어오면 꼭 갚을게. 괜히 걱정하게 해서 미안.","","","","","","","","","","","","","","","","","","돈을 받은 뒤 감사와 상환 약속을 직접 답장한다."
"5","d1_evening","d1_evening_01","main","1","evening","evening_fill","","90","day","1","Protagonist","나","narration","","가방을 정리하고 저녁을 먹는 동안에도 민재가 알려준 앱이 자꾸 떠올랐다.","","","","","","","","","","","","","","","","","","첫날 남은 저녁을 일상과 유혹의 여운으로 채운다."
"5","d1_evening","d1_evening_02","main","1","evening","evening_fill","","90","day","2","Protagonist","나","dialogue","","오늘은 여기까지 하자. 내일 알바도 있으니까 씻고 잘 준비나 해야겠다.","","","","","","","","","","","","","","","","clock:set=21:00","","밤 9시까지 자연스럽게 시간을 보낸다."
"5","bedtime_cue","bedtime_cue_01","sleep","1..4","21:00","bedtime_cue","","95","day","1","Protagonist","나","overlay","","오늘 일정은 모두 끝냈다. 도박 앱도 눈에 들어오고, 피곤하기도 한데.... 어떻게 할지 정해야겠다.","","","","","","","","","","","","","","","","tutorial:set=sleep","","모든 필수 일정과 메시지를 마친 뒤에만 취침과 도박을 유도한다."
"5","d1_minjae_invite","d1_minjae_invite_06","gambling","1","16:00","d1_minjae_invite","","130","game","7","Protagonist","민재","message","","링크는 받았어. 오늘 할 일부터 보고 내가 정할게.","","","","","","","","","","","","","","","","","","민재 채팅방을 실제로 확인한 뒤 도박 앱이 해금되며, 답장은 선택적으로 보낼 수 있다."
"5","gamble_repeat_loss","gamble_repeat_loss_01","gambling","1..5","cinematic","gamble_repeat_loss","","300","day","1","Narrator","","cinematic","","알바비와 남아 있던 돈을 다시 넣었지만 결과는 달라지지 않았다. 계좌 잔액은 또 0원이 됐다.","","","","","","","","","","","","","","","","clock:add=180|cash:set=0|temptation:add=1","","6회 이후 재접속은 모두 실패하도록 고정한다."
"5","gamble_repeat_loss","gamble_repeat_loss_02","gambling","1..5","cinematic","gamble_repeat_loss","","300","day","2","Protagonist","나","dialogue","","이번에도 잃었다. 돈이 다시 생겨도 이대로면 또 잃을 것 같다.","","","","","","","","","","","","","","","","","","반복 충전을 새로운 승리 기회로 오해하지 않게 한다."
"5","d1_school","d1_school_06","school","1","","","","","","6","Protagonist","나","dialogue","","상담 번호만 찾으면 돼? 출처도 같이 적어야 해?","","","","","","","","","","","","","","","","","","서연의 역할 분담에 주인공이 자연스럽게 답한다."
"5","d1_intro","d1_intro_goal_03","main","1","7:00","new_game","","200","game","6","Protagonist","나","dialogue","","이번 주말 알바를 이틀 다 나가면 10만 원을 더 모을 수 있다. 그러면 수리비 15만 원을 채울 수 있다. 괜히 다른 방법 찾지 말고 일정부터 지키자.","","","","","","","","","","","","","","","","","","목표 금액과 알바 일정을 플레이어가 이해한 뒤 돈 이야기를 시작한다."
"5","d1_school","d1_school_07","school","1","school","school_complete","","120","game","7","Seoyeon","서연","dialogue","","응. 번호만 적으면 어디서 나온 건지 모르니까 출처도 같이 부탁해.","","","","","","","","","","","","","","","","","","과제에 출처가 필요한 이유를 대화로 설명한다."
"5","d1_school","d1_school_08","school","1","school","school_complete","","120","game","8","Protagonist","나","dialogue","","알겠어. 번호랑 출처까지 같이 정리할게.","","","","","","","","","","","","","","","","","","주인공이 맡은 일을 정확히 확인한다."
"5","d1_school","d1_school_09","school","1","school","school_complete","","120","game","9","Seoyeon","서연","dialogue","","응. 내가 찾은 자료는 월요일 학교에서 보여줄게. 주말 잘 보내.","","","","","","","","","","","","","","","","","","학교 대화를 작별 인사로 자연스럽게 마무리한다."
"5","d1_school","d1_school_10","school","1","school","school_complete","","120","game","10","Protagonist","나","dialogue","","그래. 월요일에 보자.","","","","","","","","","","","","","","","","","d1_mom_checkin","서연의 인사에 답한 뒤 귀가 흐름으로 연결한다."
"5","d1_school_missed_message","d1_school_missed_message_01","main","1","night","school_missed","","175","day","1","Seoyeon","서연","message","","오늘 학교 안 왔더라. 우리 둘이 같은 조 됐어. 다음 주 화요일에 온라인 광고랑 확률 표현으로 발표한대.","","","","","","","","","","","","","","","","flag.project_introduced:set=true","","1일차 결석 시 조 편성과 발표 일정을 메시지로 전달한다."
"5","d1_school_missed_message","d1_school_missed_message_02","main","1","night","school_missed","","175","day","2","Seoyeon","서연","message","","월요일까지 도박 피해 사례랑 도움받을 곳을 정리해 줄래? 나는 도박문제예방치유원에서 광고의 유혹 장치를 찾아볼게.","","","","","","","","","","","","","","","","","","1일차 결석으로 놓친 역할 분담을 전달한다."
"5","d1_first_gamble_stop","d1_first_gamble_stop_01","main","1","night","d1_first_gamble_stop","","300","game","1","Protagonist","나","overlay","","아니야. 오늘은 여기까지만 하자. 계속 보다간 더 할 것 같다. ...그냥 잠이나 자자.","","","","","","","","","","","","","","","","","","첫 도박 뒤 멈추기를 고르면 재도박 대신 취침 쪽으로 마음을 돌린다."
"5","gamble_no_funds_stop","gamble_no_funds_stop_01","main","1..5","night","gamble_no_funds_stop","","300","game","1","Protagonist","나","overlay","","여기서 더 빌리면 정말 선을 넘는 거다. 오늘 해야 할 일부터 하자.","","","","","","","","","","","","","","","","","","재차용을 거절하면 일정으로 돌아가게 한다."
"5","minjae_loan_rejected","minjae_loan_rejected_02","debt","1..5","message","minjae_loan_rejected","","300","game","2","Protagonist","나","overlay","","민재에게까지 돈을 빌리진 않기로 했다. 여기서 멈추자. 지금 해야 할 일부터 하자.","","","","","","","","","","","","","","","","","","가능한 차용 흐름의 마지막인 민재 제안마저 거절했을 때만 최종 중단 독백을 출력한다."
